列ID,列名,类型
ID00186100_lag_2,铁矿石：进口：日均疏港量合计：45个港口（周度）_lag2,factor
ID00186100_lag_3,铁矿石：进口：日均疏港量合计：45个港口（周度）_lag3,factor
ID00186100_lag_7,铁矿石：进口：日均疏港量合计：45个港口（周度）_lag7,factor
ID00186100_lag_14,铁矿石：进口：日均疏港量合计：45个港口（周度）_lag14,factor
ID00186100_lag_30,铁矿石：进口：日均疏港量合计：45个港口（周度）_lag30,factor
ID00186100_diff_1,铁矿石：进口：日均疏港量合计：45个港口（周度）_diff_1,factor
ID00186100_diff_7,铁矿石：进口：日均疏港量合计：45个港口（周度）_diff_7,factor
ID00186099_lag_3,铁矿石：进口：日均疏港量合计：41个港口（周度）_lag3,factor
ID00186099_lag_7,铁矿石：进口：日均疏港量合计：41个港口（周度）_lag7,factor
ID00186099_lag_14,铁矿石：进口：日均疏港量合计：41个港口（周度）_lag14,factor
ID00186099_lag_30,铁矿石：进口：日均疏港量合计：41个港口（周度）_lag30,factor
ID00186099_diff_1,铁矿石：进口：日均疏港量合计：41个港口（周度）_diff_1,factor
ID00186099_diff_7,铁矿石：进口：日均疏港量合计：41个港口（周度）_diff_7,factor
ID00186138_lag_1,铁矿石：进口：日均疏港量：天津港（周度）_lag1,factor
ID00186138_lag_2,铁矿石：进口：日均疏港量：天津港（周度）_lag2,factor
ID00186138_lag_3,铁矿石：进口：日均疏港量：天津港（周度）_lag3,factor
ID00186138_lag_14,铁矿石：进口：日均疏港量：天津港（周度）_lag14,factor
ID00186138_lag_30,铁矿石：进口：日均疏港量：天津港（周度）_lag30,factor
ID00186138_diff_1,铁矿石：进口：日均疏港量：天津港（周度）_diff_1,factor
ID00186138_diff_7,铁矿石：进口：日均疏港量：天津港（周度）_diff_7,factor
ID01516098_lag_30,FMG混合粉：港口库存：华北地区：贸易商：曹妃甸港：明细（周度）_lag30,factor
ID01516098_diff_1,FMG混合粉：港口库存：华北地区：贸易商：曹妃甸港：明细（周度）_diff_1,factor
ID01516098_pct_7,FMG混合粉：港口库存：华北地区：贸易商：曹妃甸港：明细（周度）_pct_7,factor
IO_SHIP_VOL_GLOB_016_month_lag_3,铁矿石淡水河谷发中国总量（月度）_lag3,factor
ID00186114_lag_7,铁矿石：进口：日均疏港量：京唐港（周度）_lag7,factor
ID00186114_lag_14,铁矿石：进口：日均疏港量：京唐港（周度）_lag14,factor
ID00186114_diff_1,铁矿石：进口：日均疏港量：京唐港（周度）_diff_1,factor
ID00186114_diff_7,铁矿石：进口：日均疏港量：京唐港（周度）_diff_7,factor
ID00186114_pct_1,铁矿石：进口：日均疏港量：京唐港（周度）_pct_1,factor
ID00186114_pct_7,铁矿石：进口：日均疏港量：京唐港（周度）_pct_7,factor
ID02017483_lag_1,铁矿石：进口：库存：华北地区：45个港口（周度）_lag1,factor
ID02017483_lag_14,铁矿石：进口：库存：华北地区：45个港口（周度）_lag14,factor
ID02017483_lag_30,铁矿石：进口：库存：华北地区：45个港口（周度）_lag30,factor
ID02017483_diff_1,铁矿石：进口：库存：华北地区：45个港口（周度）_diff_1,factor
ID02017483_diff_7,铁矿石：进口：库存：华北地区：45个港口（周度）_diff_7,factor
IO_SHIP_RATE_BRA_CN_029_lag_7,铁矿石淡水河谷发中国比例_lag7,factor
IO_SHIP_RATE_BRA_CN_029_lag_14,铁矿石淡水河谷发中国比例_lag14,factor
ID02017581_lag_7,铁矿石：进口：日均疏港量：华东地区：31个港口（周度）_lag7,factor
ID02017581_lag_30,铁矿石：进口：日均疏港量：华东地区：31个港口（周度）_lag30,factor
ID02017581_diff_1,铁矿石：进口：日均疏港量：华东地区：31个港口（周度）_diff_1,factor
ID02017581_diff_7,铁矿石：进口：日均疏港量：华东地区：31个港口（周度）_diff_7,factor
ID01562379_lag_1,麦克粉：到港量：47个港口：澳大利亚必和必拓集团：明细（周度）_lag1,factor
ID01562379_lag_14,麦克粉：到港量：47个港口：澳大利亚必和必拓集团：明细（周度）_lag14,factor
ID01562379_diff_1,麦克粉：到港量：47个港口：澳大利亚必和必拓集团：明细（周度）_diff_1,factor
ID01562379_pct_1,麦克粉：到港量：47个港口：澳大利亚必和必拓集团：明细（周度）_pct_1,factor
ID01205048_lag_1,PB块：到港量：江阴港：力拓集团：明细（周度）_lag1,factor
ID01205048_lag_14,PB块：到港量：江阴港：力拓集团：明细（周度）_lag14,factor
ID01205048_diff_1,PB块：到港量：江阴港：力拓集团：明细（周度）_diff_1,factor
ID01205048_diff_7,PB块：到港量：江阴港：力拓集团：明细（周度）_diff_7,factor
ID01205048_pct_7,PB块：到港量：江阴港：力拓集团：明细（周度）_pct_7,factor
ID01205062_lag_1,铁矿石：到港量：曹妃甸港：力拓集团：明细（周度）_lag1,factor
ID01205062_lag_7,铁矿石：到港量：曹妃甸港：力拓集团：明细（周度）_lag7,factor
ID01205062_lag_14,铁矿石：到港量：曹妃甸港：力拓集团：明细（周度）_lag14,factor
ID01205062_diff_1,铁矿石：到港量：曹妃甸港：力拓集团：明细（周度）_diff_1,factor
ID01205062_pct_1,铁矿石：到港量：曹妃甸港：力拓集团：明细（周度）_pct_1,factor
ID01205346_lag_7,超特粉：到港量：45个港口：福蒂斯丘金属集团：明细（周度）_lag7,factor
ID01205346_diff_1,超特粉：到港量：45个港口：福蒂斯丘金属集团：明细（周度）_diff_1,factor
ID01205346_diff_7,超特粉：到港量：45个港口：福蒂斯丘金属集团：明细（周度）_diff_7,factor
ID01205346_pct_1,超特粉：到港量：45个港口：福蒂斯丘金属集团：明细（周度）_pct_1,factor
ID01205015_diff_1,纽曼粉：到港量：江阴港：澳大利亚必和必拓集团：明细（周度）_diff_1,factor
ID01205015_diff_7,纽曼粉：到港量：江阴港：澳大利亚必和必拓集团：明细（周度）_diff_7,factor
ID00185931_diff_1,贸易矿：进口：库存：45个港口（周度）_diff_1,factor
ID00185931_diff_7,贸易矿：进口：库存：45个港口（周度）_diff_7,factor
ID00185931_pct_1,贸易矿：进口：库存：45个港口（周度）_pct_1,factor
ID00185931_pct_7,贸易矿：进口：库存：45个港口（周度）_pct_7,factor
ID01562398_lag_7,卡拉加斯粉：到港量：47个港口：巴西淡水河谷公司：明细（周度）_lag7,factor
ID01562398_diff_1,卡拉加斯粉：到港量：47个港口：巴西淡水河谷公司：明细（周度）_diff_1,factor
ID01562398_diff_7,卡拉加斯粉：到港量：47个港口：巴西淡水河谷公司：明细（周度）_diff_7,factor
ID01562398_pct_1,卡拉加斯粉：到港量：47个港口：巴西淡水河谷公司：明细（周度）_pct_1,factor
ID01562398_pct_7,卡拉加斯粉：到港量：47个港口：巴西淡水河谷公司：明细（周度）_pct_7,factor
ID00185753_lag_14,PB块：销售数量：力拓集团（季度）_lag14,factor
ID00185753_lag_30,PB块：销售数量：力拓集团（季度）_lag30,factor
ID00186117_lag_1,铁矿石：进口：日均疏港量：岚山港（周度）_lag1,factor
ID00186117_lag_3,铁矿石：进口：日均疏港量：岚山港（周度）_lag3,factor
ID00186117_lag_7,铁矿石：进口：日均疏港量：岚山港（周度）_lag7,factor
ID00186117_lag_14,铁矿石：进口：日均疏港量：岚山港（周度）_lag14,factor
ID00186117_lag_30,铁矿石：进口：日均疏港量：岚山港（周度）_lag30,factor
ID00186117_diff_1,铁矿石：进口：日均疏港量：岚山港（周度）_diff_1,factor
ID00186117_diff_7,铁矿石：进口：日均疏港量：岚山港（周度）_diff_7,factor
ID00186117_pct_1,铁矿石：进口：日均疏港量：岚山港（周度）_pct_1,factor
ID00186119_lag_1,铁矿石：进口：日均疏港量：龙口港（周度）_lag1,factor
ID00186119_lag_2,铁矿石：进口：日均疏港量：龙口港（周度）_lag2,factor
ID00186119_lag_7,铁矿石：进口：日均疏港量：龙口港（周度）_lag7,factor
ID00186119_lag_14,铁矿石：进口：日均疏港量：龙口港（周度）_lag14,factor
ID00186119_lag_30,铁矿石：进口：日均疏港量：龙口港（周度）_lag30,factor
ID00186119_diff_7,铁矿石：进口：日均疏港量：龙口港（周度）_diff_7,factor
ID00186565_month_lag_2,铁矿石：发货量：澳大利亚必和必拓集团→中华人民共和国（月度）_lag2,factor
ID00186565_month_lag_7,铁矿石：发货量：澳大利亚必和必拓集团→中华人民共和国（月度）_lag7,factor
ID00186565_month_diff_1,铁矿石：发货量：澳大利亚必和必拓集团→中华人民共和国（月度）_diff_1,factor
RE00034097_lag_1,FMG块矿：发货量：澳大利亚联邦：明细（周度）_lag1,factor
RE00034097_lag_30,FMG块矿：发货量：澳大利亚联邦：明细（周度）_lag30,factor
RE00034097_diff_7,FMG块矿：发货量：澳大利亚联邦：明细（周度）_diff_7,factor
RE00034097_pct_7,FMG块矿：发货量：澳大利亚联邦：明细（周度）_pct_7,factor
ID01602693_lag_1,铁矿石：发运量：巴西淡水河谷公司→中华人民共和国（日度）_lag1,factor
ID01602693_lag_2,铁矿石：发运量：巴西淡水河谷公司→中华人民共和国（日度）_lag2,factor
ID01602693_lag_3,铁矿石：发运量：巴西淡水河谷公司→中华人民共和国（日度）_lag3,factor
ID01602693_lag_7,铁矿石：发运量：巴西淡水河谷公司→中华人民共和国（日度）_lag7,factor
ID01602693_lag_14,铁矿石：发运量：巴西淡水河谷公司→中华人民共和国（日度）_lag14,factor
ID01602693_lag_30,铁矿石：发运量：巴西淡水河谷公司→中华人民共和国（日度）_lag30,factor
ID01602693_diff_1,铁矿石：发运量：巴西淡水河谷公司→中华人民共和国（日度）_diff_1,factor
ID01602693_diff_7,铁矿石：发运量：巴西淡水河谷公司→中华人民共和国（日度）_diff_7,factor
ID01204800_lag_2,纽曼粉：到港量：青岛港：澳大利亚必和必拓集团：明细（周度）_lag2,factor
ID01204800_lag_30,纽曼粉：到港量：青岛港：澳大利亚必和必拓集团：明细（周度）_lag30,factor
ID01204800_diff_1,纽曼粉：到港量：青岛港：澳大利亚必和必拓集团：明细（周度）_diff_1,factor
ID01562396_lag_1,PB块：到港量：47个港口：力拓集团：明细（周度）_lag1,factor
ID01562396_diff_1,PB块：到港量：47个港口：力拓集团：明细（周度）_diff_1,factor
ID01562396_pct_1,PB块：到港量：47个港口：力拓集团：明细（周度）_pct_1,factor
ID00186098_lag_7,铁矿石：进口：日均疏港量合计：31个港口（同口径）（周度）_lag7,factor
ID00186098_diff_1,铁矿石：进口：日均疏港量合计：31个港口（同口径）（周度）_diff_1,factor
ID01205336_diff_1,金布巴粉：到港量：45个港口：澳大利亚必和必拓集团：明细（周度）_diff_1,factor
ID01205336_pct_1,金布巴粉：到港量：45个港口：澳大利亚必和必拓集团：明细（周度）_pct_1,factor
ID00183114_lag_7,247家钢铁企业：高炉产能利用率：中华人民共和国（周度）_lag7,factor
ID00183114_diff_1,247家钢铁企业：高炉产能利用率：中华人民共和国（周度）_diff_1,factor
ID00183114_diff_7,247家钢铁企业：高炉产能利用率：中华人民共和国（周度）_diff_7,factor
ID02017522_lag_3,铁矿石：进口：日均疏港量：东北地区：45个港口（周度）_lag3,factor
ID02017522_lag_7,铁矿石：进口：日均疏港量：东北地区：45个港口（周度）_lag7,factor
ID02017522_diff_1,铁矿石：进口：日均疏港量：东北地区：45个港口（周度）_diff_1,factor
ID02017522_diff_7,铁矿石：进口：日均疏港量：东北地区：45个港口（周度）_diff_7,factor
ID00392622_lag_14,铁矿石：产量：力拓皮尔巴拉矿区（季度）_lag14,factor
ID01562367_diff_1,纽曼块：到港量：47个港口：澳大利亚必和必拓集团：明细（周度）_diff_1,factor
ID01602675_lag_2,铁矿石：发运量：澳大利亚必和必拓集团→中华人民共和国（日度）_lag2,factor
ID01602675_lag_3,铁矿石：发运量：澳大利亚必和必拓集团→中华人民共和国（日度）_lag3,factor
ID01602675_lag_7,铁矿石：发运量：澳大利亚必和必拓集团→中华人民共和国（日度）_lag7,factor
ID01602675_lag_14,铁矿石：发运量：澳大利亚必和必拓集团→中华人民共和国（日度）_lag14,factor
ID01602675_lag_30,铁矿石：发运量：澳大利亚必和必拓集团→中华人民共和国（日度）_lag30,factor
ID01602675_diff_7,铁矿石：发运量：澳大利亚必和必拓集团→中华人民共和国（日度）_diff_7,factor
ID01602675_pct_7,铁矿石：发运量：澳大利亚必和必拓集团→中华人民共和国（日度）_pct_7,factor
ID01204829_lag_1,PB粉：到港量：青岛港：力拓集团：明细（周度）_lag1,factor
ID01204829_lag_7,PB粉：到港量：青岛港：力拓集团：明细（周度）_lag7,factor
ID01204829_lag_14,PB粉：到港量：青岛港：力拓集团：明细（周度）_lag14,factor
ID01204829_diff_7,PB粉：到港量：青岛港：力拓集团：明细（周度）_diff_7,factor
ID01204829_pct_1,PB粉：到港量：青岛港：力拓集团：明细（周度）_pct_1,factor
ID01517108_lag_14,FMG混合粉：港口库存：华东地区：青岛港：明细（周度）_lag14,factor
ID01517108_lag_30,FMG混合粉：港口库存：华东地区：青岛港：明细（周度）_lag30,factor
ID01517108_diff_1,FMG混合粉：港口库存：华东地区：青岛港：明细（周度）_diff_1,factor
ID01517108_diff_7,FMG混合粉：港口库存：华东地区：青岛港：明细（周度）_diff_7,factor
ID01204812_lag_1,PB块：到港量：青岛港：力拓集团：明细（周度）_lag1,factor
ID01204812_lag_3,PB块：到港量：青岛港：力拓集团：明细（周度）_lag3,factor
ID01204812_lag_7,PB块：到港量：青岛港：力拓集团：明细（周度）_lag7,factor
ID01204812_lag_14,PB块：到港量：青岛港：力拓集团：明细（周度）_lag14,factor
ID01204812_lag_30,PB块：到港量：青岛港：力拓集团：明细（周度）_lag30,factor
ID01204812_diff_1,PB块：到港量：青岛港：力拓集团：明细（周度）_diff_1,factor
ID01204812_diff_7,PB块：到港量：青岛港：力拓集团：明细（周度）_diff_7,factor
ID01204812_pct_1,PB块：到港量：青岛港：力拓集团：明细（周度）_pct_1,factor
ID01204828_lag_14,卡拉加斯粉：到港量：青岛港：巴西淡水河谷公司：明细（周度）_lag14,factor
